MBLU,Block,Lot,Unit,Location,Usrfld_82_Desc
    206,     19,      0,       ,396 TOWNSEND RD,Gas
    206,     20,      0,       ,386 TOWNSEND RD,Oil
    206,     21,      0,       ,380 TOWNSEND RD,Oil
    206,     22,      1,       ,9 BLUEBIRD LANE ,Gas
    206,     22,      2,       ,21 BLUEBIRD LANE ,Gas
    206,     22,      3,       ,27 BLUEBIRD LANE ,Gas
    206,     22,      4,       ,33 BLUEBIRD LANE ,Gas
    206,     22,      5,       ,26 BLUEBIRD LANE ,Gas
    206,     22,      6,       ,24 BLUEBIRD LANE ,Gas
    206,     22,      7,       ,22 BLUEBIRD LANE ,Gas
    206,     22,      8,       ,20 BLUEBIRD LANE ,Gas
    206,     22,      9,       ,12 BLUEBIRD LANE ,Gas
    206,     23,      0,       ,366 TOWNSEND RD,Oil
    206,     25,      0,       ,358 TOWNSEND RD,Oil
    206,     26,      0,       ,354 TOWNSEND RD,Oil
    206,     27,      0,       ,346 TOWNSEND RD,Gas
    206,     28,      0,       ,342 TOWNSEND RD,Oil
    206,     29,      0,       ,340 TOWNSEND RD,Gas
    206,     30,      0,       ,338 TOWNSEND RD,Oil
    206,     31,      0,       ,328 TOWNSEND RD ,Oil
    206,     33,      0,       ,308 TOWNSEND RD,Oil
    206,     34,      0,       ,296 TOWNSEND RD,Oil
    206,     36,      0,       ,46 PARK DR,Gas
    206,     37,      0,       ,40 PARK DR,Oil
    206,     38,      0,       ,34 PARK DR,Oil
    206,     39,      0,       ,28 PARK DR,Oil
    206,     40,      0,       ,20 PARK DR,Oil
    206,     43,      0,       ,29 VOSE AVE,Gas
    206,     48,      0,       ,28 VOSE AVE,Oil
    206,     49,      0,       ,24 VOSE AVE,Oil
    206,     50,      0,       ,22 VOSE AVE,Oil
    206,     51,      0,       ,150 KEMP ST ,Oil
    206,     51,      0,       ,150 KEMP ST ,Oil
    206,     52,      0,       ,140 KEMP ST,Oil
    206,     53,      0,       ,106 KEMP ST,Oil
    210,      1,      0,       ,151 WHARTON ROW,Gas
    210,      2,      0,       ,159 WHARTON ROW,Gas
    210,      3,      0,       ,161 WHARTON ROW ,Gas
    211,      1,      0,       ,382 WEST MAIN ST ,Gas
    211,      2,      0,       ,366 WEST MAIN ST,Oil
    211,      3,      0,       ,360 WEST MAIN ST,Oil
    211,      4,      0,       ,356 WEST MAIN ST,Gas
    211,      6,      0,       ,344 WEST MAIN ST,Gas
    211,      8,      0,       ,334 WEST MAIN ST,Oil
    211,      9,      0,       ,328 WEST MAIN ST ,Gas
    211,     10,      0,       ,9 TOWN FOREST RD,Oil
    211,     11,      0,       ,19 TOWN FOREST RD,Electric
    211,     12,      0,       ,25 TOWN FOREST RD ,Gas
    211,     13,      0,       ,35 TOWN FOREST RD,Gas
    211,     14,      0,       ,47 TOWN FOREST RD,Oil
    211,     15,      0,       ,36 TOWN FOREST RD,Oil
    211,     16,      0,       ,28 TOWN FOREST RD,Oil
    211,     16,      1,       ,21 WHARTON ROW,Gas
    211,     16,      3,       ,39 WHARTON ROW,Gas
    211,     17,      0,       ,22 TOWN FOREST RD,Gas
    211,     18,      0,       ,312 WEST MAIN ST #A & B,Oil
    211,     19,      0,       ,302 WEST MAIN ST,Oil
    211,     21,      0,       ,65 WHARTON ROW,Gas
    211,     22,      0,       ,79 WHARTON ROW,Gas
    211,     23,      0,       ,85 WHARTON ROW,Gas
    211,     24,      0,       ,91 WHARTON ROW,Gas
    211,     25,      0,       ,99 WHARTON ROW ,Oil
    211,     26,      0,       ,111 WHARTON ROW ,Gas
    211,     27,      0,       ,115 WHARTON ROW,Gas
    211,     28,      0,       ,121 WHARTON ROW,Gas
    211,     29,      0,       ,129 WHARTON ROW,Gas
    211,     30,      0,       ,139 WHARTON ROW,Gas
    211,     31,      0,       ,141 WHARTON ROW,Gas
    211,     32,      0,       ,145 WHARTON ROW,Gas
    211,     33,      0,       ,150 WHARTON ROW,Gas
    211,     34,      0,       ,138 WHARTON ROW ,Gas
    211,     35,      0,       ,122 WHARTON ROW,Oil
    211,     36,      0,       ,116 WHARTON ROW,Gas
    211,     37,      0,       ,180 WHARTON ROW,Gas
    211,     38,      0,       ,170 WHARTON ROW ,Gas
    211,     39,      0,       ,168 WHARTON ROW,Gas
    211,     40,      0,       ,93 TOWN FOREST RD,Oil
    211,     41,      0,       ,160 WHARTON ROW,Oil
    211,     42,      0,       ,165 WHARTON ROW,Gas
    211,     43,      0,       ,167 WHARTON ROW,Gas
    211,     44,      0,       ,171 WHARTON ROW,Gas
    211,     45,      0,       ,86 WHARTON ROW,Gas
    211,     46,      0,       ,78 WHARTON ROW,Gas
    211,     47,      0,       ,68 WHARTON ROW,Gas
    211,     48,      0,       ,62 WHARTON ROW,Gas
    211,     49,      0,       ,276 WEST MAIN ST,Gas
    211,     50,      0,       ,242 WEST MAIN ST,Oil
    211,     50,      1,       ,52 WHARTON ROW,Gas
    211,     50,      2,       ,42 WHARTON ROW,Oil
    211,     51,      0,       ,228 WEST MAIN ST,Oil
    211,     53,      0,       ,257 WEST MAIN ST,Gas
    211,     55,      0,       ,347 WEST MAIN ST,Gas
    211,     56,      0,       ,45 HILL RD,Oil
    211,     57,      0,       ,69 HILL RD,Oil
    211,     58,      0,       ,73 HILL RD,Oil
    211,     59,      0,       ,79 HILL RD,Oil
    211,     60,      0,       ,81 HILL RD,Gas
    211,     61,      0,       ,95 HILL RD,Oil
    211,     62,      0,       ,99 HILL RD,Oil
    211,     63,      0,       ,103 HILL RD,Oil
    211,     64,      0,       ,109 HILL RD,Oil
    211,     65,      0,       ,117 HILL RD,Oil
    211,     66,      0,       ,121 HILL RD,Oil
    211,     67,      0,       ,127 HILL RD,Oil
    211,     68,      0,       ,133 HILL RD,Oil
    211,     69,      0,       ,137 HILL RD,Oil
    211,     70,      0,       ,141 HILL RD,Oil
    211,     71,      0,       ,147 HILL RD,Oil
    211,     72,      0,       ,149 HILL RD,Gas
    211,     73,      0,       ,151 HILL RD,Gas
    211,     74,      0,       ,134 HILL RD,Oil
    211,     75,      0,       ,128 HILL RD,Oil
    211,     76,      0,       ,120 HILL RD,Oil
    211,     77,      0,       ,110 HILL RD,Oil
    211,     78,      0,       ,104 HILL RD,Oil
    211,     79,      0,       ,98 HILL RD,Oil
    211,     80,      0,       ,90 HILL RD,Oil
    211,     81,      0,       ,80 HILL RD,Oil
    211,     82,      0,       ,72 HILL RD ,Oil
    211,     83,      0,       ,54 HILL RD ,Electric
    212,      1,      0,       ,255 PEPPERELL RD,Gas
    212,      2,      0,       ,261 PEPPERELL RD,Oil
    212,      4,      0,       ,269 PEPPERELL RD,Oil
    212,      5,      0,       ,271 PEPPERELL RD,Gas
    212,      8,      0,       ,321 PEPPERELL RD,Oil
    212,      9,      0,       ,331 PEPPERELL RD,Oil
    212,     10,      0,       ,341 PEPPERELL RD,Electric
    212,     11,      0,       ,351 PEPPERELL RD,Electric
    212,     14,      0,       ,137 MAPLE AVE,Oil
    212,     14,      1,       ,197 MAPLE AVE,Gas
    212,     14,      2,       ,157 MAPLE AVE,Gas
    212,     16,      0,       ,134 MAPLE AVE,Oil
    212,     16,      0,       ,134 MAPLE AVE,Oil
    212,     20,      0,       ,16 MAPLE AVE,Oil
    212,     20,      1,       ,42 MAPLE AVE ,Gas
    212,     21,      0,       ,170 HILL RD,Oil
    212,     22,      0,       ,158 HILL RD ,Oil
    212,     23,      0,       ,152 HILL RD,Oil
    213,      2,      0,       ,409 PEPPERELL RD,Oil
    213,      4,      0,       ,7 CASTLE DR,Oil
    213,      5,      0,       ,15 CASTLE DR,Oil
    213,      6,      0,       ,23 CASTLE DR,Oil
    213,      7,      0,       ,35 CASTLE DR,Oil
    213,      8,      0,       ,41 CASTLE DR,Oil
    213,      9,      0,       ,53 CASTLE DR,Oil
    213,     10,      0,       ,57 CASTLE DR,Oil
    213,     11,      0,       ,69 CASTLE DR,Oil
    213,     12,      0,       ,79 CASTLE DR,Oil
    213,     13,      0,       ,83 CASTLE DR ,Oil
    213,     14,      0,       ,93 CASTLE DR,Oil
    213,     15,      0,       ,97 CASTLE DR,Oil
    213,     16,      0,       ,99 CASTLE DR,Oil
    213,     17,      0,       ,101 CASTLE DR,Oil
    213,     18,      0,       ,11 ROOKS RUN,Oil
    213,     19,      0,       ,2 ROOKS RUN,Oil
    213,     20,      0,       ,62 CASTLE DR,Oil
    213,     21,      0,       ,54 CASTLE DR,Oil
    213,     22,      0,       ,42 CASTLE DR,Oil
    213,     23,      0,       ,36 CASTLE DR,Oil
    213,     24,      0,       ,32 CASTLE DR,Oil
    213,     25,      0,       ,9 BISHOP WAY,Oil
    213,     26,      0,       ,2 BISHOP WAY,Oil
    213,     27,      0,       ,4 BISHOP WAY ,Oil
    213,     28,      0,       ,6 BISHOP WAY,Oil
    213,     29,      0,       ,8 BISHOP WAY,Oil
    213,     30,      0,       ,10 BISHOP WAY ,Oil
    213,     31,      0,       ,517 PEPPERELL RD,Oil
    213,     32,      0,       ,7 THRONE HILL RD,Gas
    213,     33,      0,       ,11 THRONE HILL RD,Gas
    213,     34,      0,       ,15 THRONE HILL RD,Oil
    213,     35,      0,       ,21 THRONE HILL RD,Oil
    213,     36,      0,       ,25 THRONE HILL RD,Oil
    213,     37,      0,       ,29 THRONE HILL RD,Oil
    213,     38,      0,       ,33 THRONE HILL RD,Oil
    213,     39,      0,       ,37 THRONE HILL RD,Oil
    213,     40,      0,       ,12 ROOKS RUN,Gas
    213,     41,      0,       ,104 CASTLE DR,Oil
    213,     42,      0,       ,15 ROOKS RUN,Electric
    213,     43,      0,       ,53 THRONE HILL RD,Oil
    213,     44,      0,       ,55 THRONE HILL RD,Oil
    213,     45,      0,       ,56 THRONE HILL RD,Oil
    213,     46,      0,       ,54 THRONE HILL RD ,Oil
    213,     47,      0,       ,50 THRONE HILL RD,Oil
    213,     48,      0,       ,48 THRONE HILL RD,Oil
    213,     49,      0,       ,44 THRONE HILL RD,Gas
    213,     50,      0,       ,40 THRONE HILL RD,Oil
    213,     51,      0,       ,36 THRONE HILL RD ,Oil
    213,     52,      0,       ,32 THRONE HILL RD,Oil
    213,     53,      0,       ,30 THRONE HILL RD,Oil
    213,     54,      0,       ,24 THRONE HILL RD,Oil
    213,     55,      0,       ,20 THRONE HILL RD,Oil
    213,     56,      0,       ,16 THRONE HILL RD,Oil
    213,     57,      0,       ,10 THRONE HILL RD,Oil
    213,     58,      0,       ,6 THRONE HILL RD,Oil
    213,     59,      0,       ,2 THRONE HILL RD,Oil
    213,     62,      0,       ,532 PEPPERELL RD,Oil
    213,     63,      0,       ,524 PEPPERELL RD,Oil
    213,     64,      0,       ,510 PEPPERELL RD,Oil
    213,     65,      0,       ,500 PEPPERELL RD,Oil
    213,     68,      0,       ,480 PEPPERELL RD ,Oil
    213,     68,      2,       ,25 WALLACE RD ,Gas
    213,     69,      0,       ,55 WALLACE RD,Oil
    213,     70,      0,       ,54 WALLACE RD,Oil
    213,     71,      0,       ,50 WALLACE RD,Oil
    213,     72,      0,       ,48 WALLACE RD,Oil
    213,     73,      0,       ,40 WALLACE RD,Oil
    213,     74,      0,       ,30 WALLACE RD,Oil
    213,     75,      0,       ,22 WALLACE RD,Oil
    213,     76,      0,       ,454 PEPPERELL RD,Oil
    213,     77,      0,       ,440 PEPPERELL RD ,Oil
    213,     78,      0,       ,420 PEPPERELL RD,Electric
    213,     79,      0,       ,242 MAPLE AVE,Oil
    213,     80,      0,       ,240 MAPLE AVE,Oil
    213,     81,      0,       ,238 MAPLE AVE,Oil
    213,     82,      0,       ,236 MAPLE AVE ,Gas
    213,     84,      0,       ,207 GRATUITY RD ,Oil
    216,      3,      0,       ,245 MILL ST ,Oil
    216,      4,      0,       ,257 MILL ST,Oil
    216,      5,      0,       ,13 ANTHONY DR,Coal or Wood
    216,      6,      0,       ,17 ANTHONY DR,Gas
    216,      7,      0,       ,39 ANTHONY DR,Gas
    216,      8,      0,       ,40 ANTHONY DR,Oil
    216,      9,      0,       ,36 ANTHONY DR,Oil
    216,     10,      0,       ,26 ANTHONY DR,Gas
    216,     13,      0,       ,10 ANTHONY DR,Gas
    216,     17,      0,       ,20 ONEILL WAY,Oil
    216,     18,      0,       ,18 ONEILL WAY,Oil
    216,     19,      0,       ,10 ONEILL WAY ,Oil
    216,     20,      0,       ,8 ONEILL WAY,Oil
    216,     21,      0,       ,577 MAIN ST ,Oil
    216,     22,      0,       ,583 MAIN ST,Oil
    216,     23,      0,       ,591 MAIN ST,Gas
    216,     24,      0,       ,11 FITCHS BRIDGE RD ,Oil
    216,     25,      0,       ,15 FITCHS BRIDGE RD,Oil
    216,     26,      0,       ,19 FITCHS BRIDGE RD ,Oil
    216,     27,      0,       ,25 FITCHS BRIDGE RD,Oil
    216,     28,      0,       ,31 FITCHS BRIDGE RD,Oil
    216,     29,      0,       ,41 FITCHS BRIDGE RD,Oil
    216,     30,      0,       ,59 FITCHS BRIDGE RD,Electric
    216,     32,      0,       ,168 GRATUITY RD,Oil
    216,     33,      0,       ,160 GRATUITY RD,Oil
    216,     34,      0,       ,150 GRATUITY RD,Oil
    216,     35,      0,       ,140 GRATUITY RD,Oil
    216,     36,      0,       ,130 GRATUITY RD,Oil
    216,     37,      0,       ,114 GRATUITY RD,Oil
    216,     38,      0,       ,104 GRATUITY RD,Gas
    216,     39,      0,       ,94 GRATUITY RD,Oil
    216,     40,      0,       ,86 GRATUITY RD,Oil
    216,     41,      0,       ,78 GRATUITY RD,Oil
    216,     42,      0,       ,66 GRATUITY RD,Oil
    216,     43,      0,       ,62 GRATUITY RD,Gas
    216,     44,      0,       ,52 GRATUITY RD,Oil
    216,     45,      0,       ,38 GRATUITY RD,Oil
    216,     46,      0,       ,61 GRATUITY RD,Oil
    216,     47,      0,       ,63 GRATUITY RD,Oil
    216,     48,      0,       ,71 GRATUITY RD ,Oil
    216,     50,      0,       ,111 GRATUITY RD,Gas
    216,     51,      0,       ,119 GRATUITY RD,Oil
    216,     52,      0,       ,133 GRATUITY RD,Oil
    216,     56,      1,       ,191 GRATUITY RD,Oil
    216,     56,      2,       ,193 GRATUITY RD,Oil
    216,     56,      3,       ,175 GRATUITY RD,Oil
    216,     56,      4,       ,151 GRATUITY RD,Oil
    216,     56,      5,       ,177 GRATUITY RD,Gas
    216,     56,      6,       ,179 GRATUITY RD,Coal or Wood
    216,     56,      7,       ,155 GRATUITY RD,Oil
    216,     56,      8,       ,141 GRATUITY RD,Oil
    216,     56,      9,       ,173 GRATUITY RD ,Oil
    216,     59,      0,       ,54 FITCHS BRIDGE RD,Oil
    216,     60,      0,       ,38 FITCHS BRIDGE RD,Oil
    216,     65,      0,       ,37 NOD RD,Gas
    216,     66,      0,       ,51 NOD RD ,Electric
    216,     67,      0,       ,63 NOD RD,Oil
    216,     68,      0,       ,65 NOD RD,Oil
    216,     69,      0,       ,67 NOD RD,Oil
    216,     74,      0,       ,126 NOD RD,Oil
    216,     75,      0,       ,124 NOD RD,Oil
    216,     76,      0,       ,102 NOD RD,Oil
    216,     77,      0,       ,96 NOD RD,Oil
    216,     79,      0,       ,70 NOD RD,Oil
    216,     80,      0,       ,54 NOD RD,Gas
    216,     81,      0,       ,50 NOD RD,Gas
    216,     83,      0,       ,18 NOD RD ,Oil
    216,     84,      0,       ,8 NOD RD,Oil
    216,     85,      0,       ,600 MAIN ST,Gas
    216,     88,      0,       ,580 MAIN ST,Gas
    216,     89,      0,       ,570 MAIN ST,Oil
    216,     90,      0,       ,556 MAIN ST,Oil
    216,     91,      0,       ,550 MAIN ST,Oil
    216,     92,      0,       ,546 MAIN ST,Gas
    216,     92,      0,       ,546 MAIN ST,Oil
    216,     98,      0,       ,478 MAIN ST,Oil
    216,    100,      0,       ,27 TAYLOR ST,Oil
    216,    103,      0,       ,50 TAYLOR ST,Oil
    216,    104,      0,       ,44 TAYLOR ST,Oil
    216,    105,      0,       ,36 TAYLOR ST,Oil
    216,    106,      0,       ,28 TAYLOR ST,Oil
    217,      2,      0,       ,99 JENKINS RD,Oil
    217,      3,      0,       ,117 JENKINS RD,Oil
    217,      4,      0,       ,17 HICKORY LN,Gas
    217,      5,      0,       ,242 RIVERBEND DR,Oil
    217,      7,      0,       ,192 RIVERBEND DR,Gas
    217,      8,      0,       ,186 RIVERBEND DR,Oil
    217,      9,      0,       ,176 RIVERBEND DR,Oil
    217,     10,      0,       ,170 RIVERBEND DR,Oil
    217,     11,      0,       ,162 RIVERBEND DR,Gas
    217,     12,      0,       ,156 RIVERBEND DR,Oil
    217,     13,      0,       ,146 RIVERBEND DR,Gas
    217,     14,      0,       ,136 RIVERBEND DR,Gas
    217,     15,      0,       ,124 RIVERBEND DR ,Gas
    217,     16,      0,       ,108 RIVERBEND DR,Gas
    217,     17,      0,       ,105 RIVERBEND DR,Gas
    217,     18,      0,       ,113 RIVERBEND DR,Oil
    217,     20,      0,       ,7 WINTERGREEN LN ,Gas
    217,     21,      0,       ,15 WINTERGREEN LN,Oil
    217,     22,      0,       ,23 WINTERGREEN LN,Gas
    217,     23,      0,       ,35 WINTERGREEN LN ,Gas
    217,     24,      0,       ,45 WINTERGREEN LN,Gas
    217,     26,      0,       ,53 WINTERGREEN LN ,Gas
    217,     27,      0,       ,71 WINTERGREEN LN,Gas
    217,     28,      0,       ,95 WINTERGREEN LN,Gas
    217,     29,      0,       ,105 WINTERGREEN LN,Gas
    217,     30,      0,       ,109 WINTERGREEN LN,Oil
    217,     31,      0,       ,111 WINTERGREEN LN,Gas
    217,     32,      0,       ,117 WINTERGREEN LN ,Gas
    217,     33,      0,       ,100 WINTERGREEN LN,Gas
    217,     35,      0,       ,364 RIVERBEND DR,Gas
    217,     36,      0,       ,358 RIVERBEND DR,Gas
    217,     37,      0,       ,344 RIVERBEND DR,Gas
    217,     38,      0,       ,336 RIVERBEND DR,Gas
    217,     39,      0,       ,314 RIVERBEND DR,Gas
    217,     40,      0,       ,310 RIVERBEND DR,Gas
    217,     41,      0,       ,304 RIVERBEND DR,Gas
    217,     42,      0,       ,298 RIVERBEND DR,Gas
    217,     43,      0,       ,284 RIVERBEND DR,Oil
    217,     44,      0,       ,280 RIVERBEND DR,Oil
    217,     45,      0,       ,270 RIVERBEND DR,Oil
    217,     46,      0,       ,258 RIVERBEND DR,Oil
    217,     47,      0,       ,263 RIVERBEND DR,Oil
    217,     48,      0,       ,281 RIVERBEND DR,Oil
    217,     49,      0,       ,307 RIVERBEND DR,Gas
    217,     50,      0,       ,321 RIVERBEND DR,Gas
    217,     51,      0,       ,331 RIVERBEND DR,Gas
    217,     52,      0,       ,341 RIVERBEND DR,Gas
    217,     53,      0,       ,357 RIVERBEND DR,Gas
    217,     54,      0,       ,365 RIVERBEND DR,Gas
    217,     56,      0,       ,68 WINTERGREEN LN,Gas
    217,     57,      0,       ,64 WINTERGREEN LN,Gas
    217,     58,      0,       ,56 WINTERGREEN LN,Gas
    217,     59,      0,       ,50 WINTERGREEN LN,Gas
    217,     60,      0,       ,44 WINTERGREEN LN,Gas
    217,     61,      0,       ,36 WINTERGREEN LN,Gas
    217,     62,      0,       ,26 WINTERGREEN LN,Gas
    217,     63,      0,       ,20 WINTERGREEN LN,Gas
    217,     64,      0,       ,2 WINTERGREEN LN ,Gas
    217,     65,      0,       ,145 RIVERBEND DR,Oil
    217,     66,      0,       ,197 RIVERBEND DR,Gas
    217,     67,      0,       ,201 RIVERBEND DR,Gas
    217,     68,      0,       ,209 RIVERBEND DR,Gas
    217,     69,      0,       ,227 RIVERBEND DR,Oil
    217,     70,      0,       ,235 RIVERBEND DR,Oil
    217,     71,      0,       ,243 RIVERBEND DR,Oil
    217,     72,      0,       ,253 RIVERBEND DR,Oil
    217,     74,      0,       ,20 HICKORY LN,Oil
    217,     75,      0,       ,8 HICKORY LN,Oil
    217,     76,      0,       ,262 RIVERBEND DR,Oil
    217,     77,      0,       ,266 RIVERBEND DR,Oil
    217,     80,      0,       ,88 JENKINS RD ,Gas
    217,     80,      2,       ,90 JENKINS RD ,Gas
    217,     81,      0,       ,80 JENKINS RD,Oil
    217,     82,      0,       ,74 JENKINS RD,Gas
    217,     83,      0,       ,66 JENKINS RD,Oil
    217,     85,      0,       ,32 JENKINS RD,Gas
    217,     85,      2,       ,46 JENKINS RD,Gas
    217,     85,      3,       ,58 JENKINS RD,Gas
    217,     86,      0,       ,51 GRATUITY RD,Gas
    217,     87,      0,       ,57 GRATUITY RD,Oil
    217,     88,      0,       ,55 GRATUITY RD ,Oil
    218,      4,      0,       ,151 LONG HILL RD,Gas
    218,      8,      0,       ,51 RIVERBEND DR,Gas
    218,      9,      0,       ,65 RIVERBEND DR,Gas
    218,     10,      0,       ,79 RIVERBEND DR,Gas
    218,     11,      0,       ,113 WINTERGREEN LN,Gas
    218,     12,      0,       ,141 WINTERGREEN LN,Gas
    218,     13,      0,       ,157 WINTERGREEN LN,Gas
    218,     14,      0,       ,167 WINTERGREEN LN,Gas
    218,     15,      0,       ,173 WINTERGREEN LN,Gas
    218,     16,      0,       ,175 WINTERGREEN LN,Gas
    218,     17,      0,       ,177 WINTERGREEN LN ,Gas
    218,     18,      0,       ,178 WINTERGREEN LN,Gas
    218,     19,      0,       ,172 WINTERGREEN LN,Gas
    218,     20,      0,       ,164 WINTERGREEN LN,Gas
    218,     21,      0,       ,158 WINTERGREEN LN,Gas
    218,     22,      0,       ,150 WINTERGREEN LN,Gas
    218,     23,      0,       ,68 RIVERBEND DR,Gas
    218,     24,      0,       ,54 RIVERBEND DR,Oil
    219,      1,      0,       ,47 PEABODY ST,Gas
    219,      2,      0,       ,295 FARMERS ROW,Coal or Wood
    219,      2,      0,       ,295 FARMERS ROW,Gas
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      2,      0,       ,295 FARMERS ROW,Oil
    219,      3,      0,       ,410 FARMERS ROW,Oil
    219,      3,      0,       ,410 FARMERS ROW,Oil
    219,      3,      0,       ,410 FARMERS ROW,Oil
    219,      3,      0,       ,410 FARMERS ROW,Oil
    219,      4,      0,       ,35 SHIRLEY RD,Oil
    219,      4,      0,       ,35 SHIRLEY RD,Oil
    219,      4,      0,       ,35 SHIRLEY RD,Oil
    219,      4,      0,       ,35 SHIRLEY RD,Oil
    219,      4,      0,       ,35 SHIRLEY RD,Oil
    219,      4,      0,       ,35 SHIRLEY RD,Oil
    219,      5,      0,       ,63 JOY LN,Oil
    219,      7,      0,       ,97 JOY LN,Oil
    219,      7,      0,       ,97 JOY LN,Oil
    219,      7,      0,       ,97 JOY LN,Oil
    219,      7,      0,       ,97 JOY LN,Oil
    219,      8,      2,       ,102 JOY LN ,Gas
    219,      8,      4,       ,162 SHIRLEY RD,Gas
    219,      8,      4,       ,162 SHIRLEY RD,Gas
    219,      8,      5,       ,194  SHIRLEY RD,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    219,      9,      0,       ,282 FARMERS ROW,Oil
    220,      1,      0,       ,5 CULVER RD,Oil
    220,      2,      0,       ,35 CULVER RD,Oil
    220,      3,      0,       ,19 SMITH ST,Gas
    220,      4,      0,       ,35 SMITH ST,Oil
    220,      5,      0,       ,43 SMITH ST,Oil
    220,      6,      0,       ,36 SMITH ST,Gas
    220,      7,      0,       ,24 SMITH ST ,Oil
    220,      8,      0,       ,81 CULVER RD,Oil
    220,      9,      0,       ,85 CULVER RD,Oil
    220,     10,      1,       ,121 CULVER RD,Solar Assisted
    220,     11,      0,       ,7 DOLAN DR,Oil
    220,     12,      0,       ,15 DOLAN DR ,Oil
    220,     13,      0,       ,19 DOLAN DR,Oil
    220,     14,      0,       ,43 DOLAN DR,Oil
    220,     15,      0,       ,55 DOLAN DR,Oil
    220,     16,      0,       ,52 DOLAN DR ,Oil
    220,     17,      0,       ,48 DOLAN DR,Oil
    220,     18,      0,       ,38 DOLAN DR,Oil
    220,     19,      0,       ,28 DOLAN DR,Oil
    220,     20,      0,       ,80 CULVER RD,Oil
    220,     21,      0,       ,58 CULVER RD,Oil
    220,     22,      0,       ,28 MOORS RD,Gas
    220,     23,      0,       ,16 MOORS RD,Gas
    220,     24,      0,       ,491 FARMERS ROW,Oil
    220,     25,      0,       ,501 FARMERS ROW,Oil
    220,     26,      0,       ,521 FARMERS ROW ,Oil
    220,     27,      0,       ,545 FARMERS ROW,Oil
    220,     28,      0,       ,518 FARMERS ROW,Gas
    220,     30,      0,       ,26 CULVER RD,Gas
    220,     33,      0,       ,133  SHIRLEY RD,Oil
    221,      1,      0,       ,291 OLD AYER RD,Gas
    221,      3,      0,       ,383 OLD AYER RD,Gas
    221,      4,      0,       ,33 WORTHEN DR,Gas
    221,      4,      1,       ,29 WORTHEN DR,Electric
    221,      4,      1,       ,29 WORTHEN DR,Oil
    221,      4,     03,       ,45 WORTHEN DR,Gas
    221,      5,      0,       ,59 WORTHEN DR ,Gas
    221,      7,      0,       ,58 WORTHEN DR ,Oil
    221,      8,      0,       ,42 WORTHEN DR,Gas
    221,     10,      0,       ,20 WORTHEN DR,Oil
    221,     12,      0,       ,67 DALE LN,Oil
    221,     14,      1,       ,72 DALE LN,Oil
    221,     16,      0,       ,401 OLD AYER RD,Oil
    221,     17,      0,       ,409 OLD AYER RD,Oil
    221,     18,      0,       ,417 OLD AYER RD,Oil
    221,     19,      0,       ,419 OLD AYER RD,Oil
    221,     20,      0,       ,423 OLD AYER RD,Gas
    221,     30,      0,       ,441 OLD AYER RD,Gas
    221,     33,      0,       ,80 PACER WAY,Gas
    221,     34,      0,       ,74 PACER WAY,Gas
    221,     35,      0,       ,68 PACER WAY,Gas
    221,     36,      0,       ,60 PACER WAY,Gas
    221,     37,      0,       ,52 PACER WAY,Gas
    221,     38,      0,       ,44 PACER WAY,Gas
    221,     39,      0,       ,36 PACER WAY,Gas
    221,     40,      0,       ,28 PACER WAY,Gas
    221,     41,      0,       ,24 PACER WAY,Gas
    221,     42,      0,       ,20 PACER WAY,Gas
    221,     43,      0,       ,2 PACER WAY,Gas
    221,     44,      0,       ,430 OLD AYER RD,Gas
    221,     45,      0,       ,424 OLD AYER RD,Gas
    221,     46,      0,       ,416 OLD AYER RD,Gas
    221,     47,      0,       ,30 PACER WAY,Gas
    221,     48,      0,       ,110 SMITH ST,Gas
    221,     49,      0,       ,102 SMITH ST,Gas
    221,     50,      0,       ,92 SMITH ST,Gas
    221,     51,      0,       ,82 SMITH ST,Gas
    221,     52,      0,       ,74 SMITH ST,Gas
    221,     54,      0,       ,44 SMITH ST ,Oil
    221,     55,      0,       ,53 SMITH ST,Gas
    221,     57,      0,       ,71 SMITH ST,Gas
    221,     58,      0,       ,87 SMITH ST,Oil
    221,     59,      0,       ,107 SMITH ST,Gas
    221,     59,      1,       ,119 SMITH ST,Gas
    221,     60,      0,       ,129 SMITH ST,Oil
    221,     61,      0,       ,133 SMITH ST,Oil
    221,     62,      0,       ,370 OLD AYER RD,Gas
    221,     63,      0,       ,326 OLD AYER RD,Oil
    221,     64,      0,       ,324 OLD AYER RD,Oil
